feature_set,model,model_type,horizon,sl,tp,threshold,trades,win_rate,pnl_pct,max_dd,profit_factor,trades_per_week,sharpe,final_balance
base+div,xgb_ens_std,xgb_ensemble,8,0.02,0.04,0.65,1153,0.391,-60.76,61.26,0.56,25.8,-7.7,3924.26
base+div,xgb_ens_std,xgb_ensemble,8,0.02,0.04,0.7,1057,0.393,-57.57,58.46,0.57,23.7,-7.23,4243.45
base+div,xgb_ens_std,xgb_ensemble,12,0.01,0.02,0.55,1672,0.355,-74.08,75.15,0.6,37.5,-9.44,2591.57
base+div,xgb_ens_std,xgb_ensemble,12,0.01,0.02,0.6,1570,0.355,-72.27,73.08,0.6,35.2,-9.2,2773.35
base+div,xgb_ens_std,xgb_ensemble,12,0.01,0.02,0.65,1447,0.352,-69.46,69.75,0.59,32.4,-9.27,3053.99
base+div,xgb_ens_std,xgb_ensemble,12,0.01,0.02,0.7,1334,0.353,-63.96,64.19,0.61,29.9,-8.5,3604.42
base+div,xgb_ens_std,xgb_ensemble,12,0.015,0.03,0.55,1303,0.392,-65.64,67.37,0.61,29.2,-7.46,3436.38
base+div,xgb_ens_std,xgb_ensemble,12,0.015,0.03,0.6,1226,0.395,-62.55,64.25,0.63,27.5,-7.0,3745.38
base+div,xgb_ens_std,xgb_ensemble,12,0.015,0.03,0.65,1130,0.397,-58.02,59.31,0.63,25.3,-6.73,4197.65
base+div,xgb_ens_std,xgb_ensemble,12,0.015,0.03,0.7,1035,0.405,-53.03,54.58,0.65,23.2,-6.17,4697.27
base+div,xgb_ens_std,xgb_ensemble,12,0.02,0.04,0.55,1185,0.399,-60.77,62.71,0.63,26.5,-6.54,3922.94
base+div,xgb_ens_std,xgb_ensemble,12,0.02,0.04,0.6,1119,0.405,-58.68,60.41,0.64,25.1,-6.16,4131.88
base+div,xgb_ens_std,xgb_ensemble,12,0.02,0.04,0.65,1027,0.407,-54.4,55.74,0.64,23.0,-5.87,4560.35
base+div,xgb_ens_std,xgb_ensemble,12,0.02,0.04,0.7,942,0.412,-49.33,51.88,0.66,21.1,-5.36,5066.69
base+div,rf_light,rf,6,0.01,0.02,0.55,1824,0.347,-79.65,79.74,0.49,40.9,-13.08,2034.81
base+div,rf_light,rf,6,0.01,0.02,0.6,1341,0.345,-70.94,71.32,0.49,30.0,-11.75,2906.22
base+div,rf_light,rf,6,0.01,0.02,0.65,878,0.358,-51.87,52.99,0.56,19.7,-8.22,4813.31
base+div,rf_light,rf,6,0.01,0.02,0.7,507,0.367,-34.22,35.06,0.6,11.4,-5.76,6578.19
base+div,rf_light,rf,6,0.015,0.03,0.55,1551,0.366,-72.92,73.24,0.51,34.7,-10.67,2707.6
base+div,rf_light,rf,6,0.015,0.03,0.6,1112,0.365,-62.52,63.32,0.52,24.9,-9.26,3748.32
base+div,rf_light,rf,6,0.015,0.03,0.65,713,0.386,-40.47,41.6,0.62,16.0,-5.68,5953.4
base+div,rf_light,rf,6,0.015,0.03,0.7,397,0.411,-26.98,29.59,0.64,8.9,-4.09,7301.87
base+div,rf_light,rf,6,0.02,0.04,0.55,1470,0.373,-72.74,72.92,0.5,32.9,-10.21,2725.54
base+div,rf_light,rf,6,0.02,0.04,0.6,1035,0.386,-58.83,59.64,0.53,23.2,-8.23,4117.19
base+div,rf_light,rf,6,0.02,0.04,0.65,670,0.407,-38.05,40.14,0.63,15.0,-4.98,6195.49
base+div,rf_light,rf,6,0.02,0.04,0.7,361,0.44,-24.69,27.98,0.66,8.1,-3.45,7530.98
base+div,rf_light,rf,8,0.01,0.02,0.55,1847,0.341,-79.41,79.45,0.54,41.4,-11.64,2059.22
base+div,rf_light,rf,8,0.01,0.02,0.6,1365,0.344,-67.88,68.12,0.56,30.6,-9.85,3211.83
base+div,rf_light,rf,8,0.01,0.02,0.65,853,0.361,-45.49,48.12,0.64,19.1,-6.36,5450.65
base+div,rf_light,rf,8,0.01,0.02,0.7,469,0.343,-30.82,32.03,0.63,10.5,-4.96,6918.31
base+div,rf_light,rf,8,0.015,0.03,0.55,1495,0.377,-71.19,71.49,0.56,33.5,-9.31,2880.78
base+div,rf_light,rf,8,0.015,0.03,0.6,1077,0.387,-58.66,59.88,0.58,24.1,-7.65,4134.07
base+div,rf_light,rf,8,0.015,0.03,0.65,651,0.413,-35.62,39.51,0.67,14.6,-4.61,6437.63
base+div,rf_light,rf,8,0.015,0.03,0.7,342,0.389,-22.35,25.5,0.68,7.7,-3.32,7764.7
base+div,rf_light,rf,8,0.02,0.04,0.55,1409,0.378,-70.61,70.99,0.55,31.6,-8.77,2939.14
base+div,rf_light,rf,8,0.02,0.04,0.6,1000,0.402,-55.84,56.74,0.59,22.4,-6.89,4416.2
base+div,rf_light,rf,8,0.02,0.04,0.65,598,0.421,-34.45,39.9,0.67,13.4,-4.17,6555.49
base+div,rf_light,rf,8,0.02,0.04,0.7,309,0.44,-17.44,22.41,0.74,6.9,-2.32,8255.95
base+div,rf_light,rf,12,0.01,0.02,0.55,1693,0.35,-75.97,76.68,0.58,37.9,-10.03,2403.43
base+div,rf_light,rf,12,0.01,0.02,0.6,1287,0.349,-65.79,66.08,0.6,28.8,-8.87,3420.89
base+div,rf_light,rf,12,0.01,0.02,0.65,797,0.351,-47.72,49.14,0.62,17.9,-6.75,5227.8
base+div,rf_light,rf,12,0.01,0.02,0.7,406,0.362,-24.54,29.37,0.68,9.1,-3.94,7546.01
base+div,rf_light,rf,12,0.015,0.03,0.55,1285,0.389,-65.86,67.21,0.61,28.8,-7.63,3413.86
base+div,rf_light,rf,12,0.015,0.03,0.6,952,0.391,-53.71,55.12,0.63,21.3,-6.34,4629.33
base+div,rf_light,rf,12,0.015,0.03,0.65,566,0.406,-35.58,39.14,0.66,12.7,-4.53,6442.19
base+div,rf_light,rf,12,0.015,0.03,0.7,272,0.408,-18.21,22.54,0.71,6.1,-2.73,8178.92
base+div,rf_light,rf,12,0.02,0.04,0.55,1161,0.409,-59.92,61.75,0.63,26.0,-6.44,4007.67
base+div,rf_light,rf,12,0.02,0.04,0.6,853,0.404,-50.46,51.83,0.64,19.1,-5.63,4953.8
base+div,rf_light,rf,12,0.02,0.04,0.65,503,0.427,-32.08,37.33,0.68,11.3,-3.79,6792.37
base+div,rf_light,rf,12,0.02,0.04,0.7,244,0.398,-19.79,23.81,0.68,5.5,-2.75,8020.73
base+div,rf_std,rf,6,0.01,0.02,0.55,890,0.364,-50.85,52.1,0.57,19.9,-8.05,4915.48
base+div,rf_std,rf,6,0.01,0.02,0.6,586,0.36,-37.42,40.57,0.59,13.1,-6.24,6257.66
base+div,rf_std,rf,6,0.01,0.02,0.65,375,0.347,-27.81,29.49,0.6,8.4,-4.99,7219.18
base+div,rf_std,rf,6,0.01,0.02,0.7,240,0.342,-19.14,20.5,0.6,5.4,-3.94,8086.02
base+div,rf_std,rf,6,0.015,0.03,0.55,727,0.395,-41.83,43.81,0.61,16.3,-5.94,5816.55
base+div,rf_std,rf,6,0.015,0.03,0.6,465,0.383,-29.91,34.27,0.63,10.4,-4.53,7008.83
base+div,rf_std,rf,6,0.015,0.03,0.65,293,0.382,-25.26,26.8,0.6,6.6,-4.07,7473.98
base+div,rf_std,rf,6,0.015,0.03,0.7,176,0.409,-12.75,15.95,0.69,3.9,-2.31,8724.77
base+div,rf_std,rf,6,0.02,0.04,0.55,676,0.413,-38.71,41.82,0.63,15.1,-5.1,6128.63
base+div,rf_std,rf,6,0.02,0.04,0.6,428,0.421,-26.56,32.39,0.66,9.6,-3.71,7344.27
base+div,rf_std,rf,6,0.02,0.04,0.65,259,0.425,-19.78,22.28,0.67,5.8,-2.89,8021.83
base+div,rf_std,rf,6,0.02,0.04,0.7,156,0.436,-12.06,15.88,0.71,3.5,-1.96,8793.86
base+div,rf_std,rf,8,0.01,0.02,0.55,1022,0.348,-55.92,56.27,0.59,22.9,-8.01,4407.83
base+div,rf_std,rf,8,0.01,0.02,0.6,662,0.352,-40.68,41.36,0.61,14.8,-6.24,5932.41
base+div,rf_std,rf,8,0.01,0.02,0.65,401,0.307,-31.39,32.24,0.58,9.0,-5.49,6860.98
base+div,rf_std,rf,8,0.01,0.02,0.7,264,0.284,-26.14,26.76,0.53,5.9,-5.34,7386.26
base+div,rf_std,rf,8,0.015,0.03,0.55,798,0.393,-47.51,48.23,0.6,17.9,-6.33,5248.83
base+div,rf_std,rf,8,0.015,0.03,0.6,508,0.398,-32.47,33.84,0.64,11.4,-4.6,6752.51
base+div,rf_std,rf,8,0.015,0.03,0.65,287,0.359,-23.29,25.64,0.63,6.4,-3.65,7671.23
base+div,rf_std,rf,8,0.015,0.03,0.7,177,0.345,-16.64,20.12,0.63,4.0,-2.97,8335.66
base+div,rf_std,rf,8,0.02,0.04,0.55,735,0.411,-42.89,43.95,0.63,16.5,-5.21,5710.64
base+div,rf_std,rf,8,0.02,0.04,0.6,464,0.427,-30.94,32.51,0.65,10.4,-3.94,6906.22
base+div,rf_std,rf,8,0.02,0.04,0.65,254,0.417,-19.01,22.02,0.69,5.7,-2.68,8098.76
base+div,rf_std,rf,8,0.02,0.04,0.7,157,0.363,-17.52,20.79,0.6,3.5,-2.91,8247.93
base+div,rf_std,rf,12,0.01,0.02,0.55,1140,0.358,-59.28,59.41,0.61,25.5,-8.0,4071.8
base+div,rf_std,rf,12,0.01,0.02,0.6,751,0.368,-41.65,45.51,0.65,16.8,-5.82,5835.27
base+div,rf_std,rf,12,0.01,0.02,0.65,440,0.343,-29.34,31.9,0.64,9.9,-4.74,7066.39
base+div,rf_std,rf,12,0.01,0.02,0.7,282,0.33,-22.11,25.3,0.63,6.3,-4.07,7788.68
base+div,rf_std,rf,12,0.015,0.03,0.55,847,0.398,-48.51,49.64,0.64,19.0,-5.84,5149.12
base+div,rf_std,rf,12,0.015,0.03,0.6,554,0.422,-32.53,37.25,0.69,12.4,-4.08,6746.56
base+div,rf_std,rf,12,0.015,0.03,0.65,303,0.416,-18.55,21.35,0.72,6.8,-2.68,8144.57
base+div,rf_std,rf,12,0.015,0.03,0.7,187,0.412,-13.48,18.5,0.71,4.2,-2.21,8651.66
base+div,rf_std,rf,12,0.02,0.04,0.55,762,0.421,-43.26,45.51,0.67,17.1,-4.75,5673.99
base+div,rf_std,rf,12,0.02,0.04,0.6,486,0.444,-27.46,33.92,0.73,10.9,-3.1,7253.91
base+div,rf_std,rf,12,0.02,0.04,0.65,268,0.429,-18.88,22.51,0.71,6.0,-2.54,8111.63
base+div,rf_std,rf,12,0.02,0.04,0.7,162,0.42,-13.18,18.23,0.72,3.6,-1.92,8682.12
base+div,rf_deep,rf,6,0.01,0.02,0.55,416,0.358,-28.58,31.21,0.61,9.3,-4.95,7142.27
base+div,rf_deep,rf,6,0.01,0.02,0.6,281,0.32,-25.7,26.51,0.54,6.3,-5.24,7429.85
base+div,rf_deep,rf,6,0.01,0.02,0.65,211,0.294,-23.04,23.66,0.48,4.7,-5.44,7696.27
base+div,rf_deep,rf,6,0.01,0.02,0.7,130,0.323,-13.49,14.42,0.54,2.9,-3.66,8650.51
base+div,rf_deep,rf,6,0.015,0.03,0.55,321,0.396,-22.11,25.34,0.66,7.2,-3.42,7788.9
base+div,rf_deep,rf,6,0.015,0.03,0.6,213,0.371,-21.19,22.82,0.57,4.8,-3.83,7880.59
base+div,rf_deep,rf,6,0.015,0.03,0.65,150,0.353,-17.21,18.52,0.55,3.4,-3.48,8278.87
base+div,rf_deep,rf,6,0.015,0.03,0.7,97,0.412,-8.75,10.54,0.67,2.2,-1.95,9124.79
base+div,rf_deep,rf,6,0.02,0.04,0.55,289,0.439,-17.04,22.06,0.73,6.5,-2.36,8296.45
base+div,rf_deep,rf,6,0.02,0.04,0.6,189,0.413,-18.75,21.08,0.6,4.2,-3.09,8125.1
base+div,rf_deep,rf,6,0.02,0.04,0.65,132,0.409,-13.58,15.5,0.63,3.0,-2.4,8641.79
base+div,rf_deep,rf,6,0.02,0.04,0.7,81,0.444,-7.29,9.83,0.7,1.8,-1.49,9270.65
base+div,rf_deep,rf,8,0.01,0.02,0.55,450,0.338,-29.21,31.1,0.65,10.1,-4.66,7078.58
base+div,rf_deep,rf,8,0.01,0.02,0.6,307,0.303,-26.14,26.95,0.58,6.9,-4.95,7386.28
base+div,rf_deep,rf,8,0.01,0.02,0.65,221,0.281,-23.02,24.48,0.52,5.0,-5.08,7698.03
base+div,rf_deep,rf,8,0.01,0.02,0.7,133,0.308,-12.42,14.07,0.59,3.0,-3.21,8758.01
base+div,rf_deep,rf,8,0.015,0.03,0.55,329,0.401,-19.81,24.28,0.71,7.4,-2.86,8018.55
base+div,rf_deep,rf,8,0.015,0.03,0.6,219,0.374,-16.95,19.95,0.67,4.9,-2.82,8304.54
base+div,rf_deep,rf,8,0.015,0.03,0.65,143,0.329,-15.31,18.67,0.59,3.2,-3.02,8468.76
base+div,rf_deep,rf,8,0.015,0.03,0.7,90,0.344,-9.51,11.68,0.61,2.0,-2.27,9049.22
base+div,rf_deep,rf,8,0.02,0.04,0.55,298,0.45,-17.61,23.3,0.74,6.7,-2.31,8238.88
base+div,rf_deep,rf,8,0.02,0.04,0.6,196,0.408,-17.85,21.46,0.65,4.4,-2.71,8214.81
base+div,rf_deep,rf,8,0.02,0.04,0.65,124,0.363,-14.9,18.18,0.58,2.8,-2.75,8510.43
base+div,rf_deep,rf,8,0.02,0.04,0.7,80,0.412,-6.14,9.98,0.74,1.8,-1.25,9385.83
base+div,rf_deep,rf,12,0.01,0.02,0.55,624,0.351,-36.85,40.89,0.65,14.0,-5.37,6315.08
base+div,rf_deep,rf,12,0.01,0.02,0.6,395,0.334,-29.56,31.82,0.62,8.8,-4.92,7043.81
base+div,rf_deep,rf,12,0.01,0.02,0.65,263,0.327,-21.85,25.58,0.6,5.9,-4.31,7814.62
base+div,rf_deep,rf,12,0.01,0.02,0.7,185,0.292,-18.07,20.47,0.57,4.1,-3.99,8192.96
base+div,rf_deep,rf,12,0.015,0.03,0.55,446,0.408,-26.36,31.52,0.71,10.0,-3.41,7363.76
base+div,rf_deep,rf,12,0.015,0.03,0.6,275,0.418,-16.33,23.02,0.74,6.2,-2.37,8366.85
base+div,rf_deep,rf,12,0.015,0.03,0.65,175,0.4,-14.74,19.77,0.66,3.9,-2.61,8526.13
base+div,rf_deep,rf,12,0.015,0.03,0.7,122,0.385,-10.44,14.06,0.7,2.7,-1.98,8956.5
base+div,rf_deep,rf,12,0.02,0.04,0.55,399,0.421,-27.03,32.13,0.69,8.9,-3.25,7296.84
base+div,rf_deep,rf,12,0.02,0.04,0.6,246,0.431,-18.47,24.8,0.71,5.5,-2.46,8152.85
base+div,rf_deep,rf,12,0.02,0.04,0.65,152,0.408,-14.27,20.7,0.67,3.4,-2.28,8572.91
base+div,rf_deep,rf,12,0.02,0.04,0.7,106,0.415,-9.26,12.72,0.73,2.4,-1.57,9074.03
all,xgb_light,xgb,6,0.01,0.02,0.55,2195,0.337,-83.53,83.54,0.5,49.2,-13.26,1646.71
all,xgb_light,xgb,6,0.01,0.02,0.6,1824,0.346,-78.38,78.38,0.51,40.9,-12.23,2162.15
all,xgb_light,xgb,6,0.01,0.02,0.65,1472,0.344,-69.98,69.98,0.53,33.0,-10.62,3002.31
all,xgb_light,xgb,6,0.01,0.02,0.7,1150,0.34,-64.57,64.57,0.5,25.8,-10.66,3542.54
all,xgb_light,xgb,6,0.015,0.03,0.55,1908,0.355,-78.27,78.28,0.52,42.7,-11.12,2172.79
all,xgb_light,xgb,6,0.015,0.03,0.6,1569,0.363,-72.92,72.92,0.53,35.1,-10.19,2707.62
all,xgb_light,xgb,6,0.015,0.03,0.65,1239,0.375,-61.58,61.58,0.57,27.8,-8.19,3842.21
all,xgb_light,xgb,6,0.015,0.03,0.7,946,0.372,-54.79,54.86,0.54,21.2,-7.98,4520.53
all,xgb_light,xgb,6,0.02,0.04,0.55,1825,0.362,-75.4,75.41,0.53,40.9,-10.02,2460.06
all,xgb_light,xgb,6,0.02,0.04,0.6,1492,0.368,-69.92,69.92,0.54,33.4,-9.13,3008.11
all,xgb_light,xgb,6,0.02,0.04,0.65,1173,0.384,-58.34,58.34,0.59,26.3,-7.14,4166.08
all,xgb_light,xgb,6,0.02,0.04,0.7,885,0.377,-51.47,51.68,0.56,19.8,-7.01,4853.12
all,xgb_light,xgb,8,0.01,0.02,0.55,1940,0.345,-80.2,80.2,0.53,43.5,-11.89,1980.43
all,xgb_light,xgb,8,0.01,0.02,0.6,1632,0.346,-75.34,75.34,0.53,36.6,-11.22,2466.24
all,xgb_light,xgb,8,0.01,0.02,0.65,1311,0.351,-65.67,65.67,0.57,29.4,-9.33,3433.18
all,xgb_light,xgb,8,0.01,0.02,0.7,1012,0.359,-54.51,54.51,0.6,22.7,-7.78,4548.74
all,xgb_light,xgb,8,0.015,0.03,0.55,1608,0.368,-74.17,74.58,0.55,36.0,-9.58,2583.46
all,xgb_light,xgb,8,0.015,0.03,0.6,1332,0.383,-66.64,66.64,0.57,29.8,-8.64,3336.13
all,xgb_light,xgb,8,0.015,0.03,0.65,1053,0.385,-55.9,56.31,0.6,23.6,-7.12,4410.06
all,xgb_light,xgb,8,0.015,0.03,0.7,795,0.395,-44.07,44.37,0.64,17.8,-5.65,5592.91
all,xgb_light,xgb,8,0.02,0.04,0.55,1502,0.378,-72.1,72.61,0.55,33.6,-8.92,2789.57
all,xgb_light,xgb,8,0.02,0.04,0.6,1244,0.394,-65.2,65.45,0.56,27.9,-8.08,3480.17
all,xgb_light,xgb,8,0.02,0.04,0.65,987,0.401,-55.07,55.24,0.6,22.1,-6.63,4492.87
all,xgb_light,xgb,8,0.02,0.04,0.7,732,0.406,-42.81,43.81,0.64,16.4,-5.15,5719.04
all,xgb_light,xgb,12,0.01,0.02,0.55,1573,0.352,-73.63,73.71,0.58,35.2,-10.01,2637.08
all,xgb_light,xgb,12,0.01,0.02,0.6,1335,0.358,-66.59,67.35,0.6,29.9,-8.83,3340.9
all,xgb_light,xgb,12,0.01,0.02,0.65,1085,0.365,-58.06,59.02,0.61,24.3,-7.84,4193.69
all,xgb_light,xgb,12,0.01,0.02,0.7,838,0.352,-50.53,52.22,0.6,18.8,-7.27,4946.54
all,xgb_light,xgb,12,0.015,0.03,0.55,1209,0.394,-62.61,63.69,0.62,27.1,-7.29,3738.58
all,xgb_light,xgb,12,0.015,0.03,0.6,1005,0.41,-53.13,55.91,0.65,22.5,-6.07,4687.26
all,xgb_light,xgb,12,0.015,0.03,0.65,815,0.415,-48.39,50.57,0.63,18.3,-5.88,5160.55
all,xgb_light,xgb,12,0.015,0.03,0.7,617,0.405,-42.49,44.81,0.62,13.8,-5.44,5750.6
all,xgb_light,xgb,12,0.02,0.04,0.55,1096,0.401,-59.32,60.33,0.62,24.6,-6.64,4067.89
all,xgb_light,xgb,12,0.02,0.04,0.6,905,0.424,-47.61,51.76,0.67,20.3,-5.06,5238.73
all,xgb_light,xgb,12,0.02,0.04,0.65,729,0.436,-41.29,44.94,0.68,16.3,-4.6,5870.78
all,xgb_light,xgb,12,0.02,0.04,0.7,550,0.424,-38.02,41.48,0.65,12.3,-4.46,6197.67
all,xgb_std,xgb,6,0.01,0.02,0.55,1429,0.352,-69.34,69.43,0.52,32.0,-10.79,3065.89
all,xgb_std,xgb,6,0.01,0.02,0.6,1170,0.356,-63.29,63.34,0.52,26.2,-10.19,3671.36
all,xgb_std,xgb,6,0.01,0.02,0.65,939,0.347,-56.3,56.99,0.52,21.0,-9.28,4370.48
all,xgb_std,xgb,6,0.01,0.02,0.7,716,0.362,-45.51,46.27,0.56,16.0,-7.42,5449.07
all,xgb_std,xgb,6,0.015,0.03,0.55,1232,0.377,-59.34,59.59,0.58,27.6,-7.97,4066.19
all,xgb_std,xgb,6,0.015,0.03,0.6,994,0.382,-52.06,52.62,0.59,22.3,-7.16,4793.85
all,xgb_std,xgb,6,0.015,0.03,0.65,777,0.38,-44.22,45.22,0.59,17.4,-6.21,5577.72
all,xgb_std,xgb,6,0.015,0.03,0.7,583,0.405,-33.29,34.68,0.64,13.1,-4.71,6670.89
all,xgb_std,xgb,6,0.02,0.04,0.55,1161,0.392,-55.67,56.01,0.59,26.0,-6.97,4432.83
all,xgb_std,xgb,6,0.02,0.04,0.6,927,0.398,-48.42,49.04,0.6,20.8,-6.18,5157.89
all,xgb_std,xgb,6,0.02,0.04,0.65,726,0.395,-41.02,41.92,0.61,16.3,-5.31,5897.53
all,xgb_std,xgb,6,0.02,0.04,0.7,542,0.421,-33.6,34.9,0.63,12.1,-4.49,6640.08
all,xgb_std,xgb,8,0.01,0.02,0.55,1384,0.342,-69.34,69.34,0.55,31.0,-10.17,3066.01
all,xgb_std,xgb,8,0.01,0.02,0.6,1154,0.355,-61.41,61.41,0.57,25.8,-8.9,3858.99
all,xgb_std,xgb,8,0.01,0.02,0.65,917,0.349,-53.05,54.3,0.58,20.5,-7.78,4695.14
all,xgb_std,xgb,8,0.01,0.02,0.7,722,0.346,-46.04,46.24,0.58,16.2,-7.12,5396.21
all,xgb_std,xgb,8,0.015,0.03,0.55,1127,0.37,-61.05,61.07,0.57,25.2,-8.1,3895.24
all,xgb_std,xgb,8,0.015,0.03,0.6,930,0.388,-52.3,52.3,0.59,20.8,-7.04,4769.8
all,xgb_std,xgb,8,0.015,0.03,0.65,731,0.387,-41.24,42.54,0.63,16.4,-5.48,5876.08
all,xgb_std,xgb,8,0.015,0.03,0.7,578,0.394,-34.39,36.13,0.65,12.9,-4.74,6560.98
all,xgb_std,xgb,8,0.02,0.04,0.55,1055,0.373,-60.88,60.88,0.55,23.6,-7.83,3912.04
all,xgb_std,xgb,8,0.02,0.04,0.6,864,0.403,-49.36,49.65,0.6,19.4,-6.21,5064.32
all,xgb_std,xgb,8,0.02,0.04,0.65,685,0.404,-39.09,40.93,0.65,15.3,-4.77,6091.46
all,xgb_std,xgb,8,0.02,0.04,0.7,532,0.406,-31.87,33.69,0.66,11.9,-4.06,6813.41
all,xgb_std,xgb,12,0.01,0.02,0.55,1219,0.36,-62.05,64.04,0.6,27.3,-8.48,3795.23
all,xgb_std,xgb,12,0.01,0.02,0.6,1028,0.359,-53.69,56.33,0.63,23.0,-7.1,4630.91
all,xgb_std,xgb,12,0.01,0.02,0.65,842,0.357,-47.39,49.54,0.63,18.9,-6.52,5261.34
all,xgb_std,xgb,12,0.01,0.02,0.7,652,0.353,-41.56,44.56,0.62,14.6,-6.15,5844.36
all,xgb_std,xgb,12,0.015,0.03,0.55,935,0.4,-53.47,55.42,0.63,20.9,-6.41,4652.74
all,xgb_std,xgb,12,0.015,0.03,0.6,795,0.401,-48.27,51.34,0.64,17.8,-5.8,5173.04
all,xgb_std,xgb,12,0.015,0.03,0.65,632,0.411,-36.66,41.12,0.69,14.2,-4.35,6333.69
all,xgb_std,xgb,12,0.015,0.03,0.7,484,0.417,-29.99,35.81,0.69,10.8,-3.73,7001.2
all,xgb_std,xgb,12,0.02,0.04,0.55,840,0.412,-48.73,51.68,0.64,18.8,-5.59,5126.55
all,xgb_std,xgb,12,0.02,0.04,0.6,709,0.413,-42.49,45.77,0.67,15.9,-4.69,5751.38
all,xgb_std,xgb,12,0.02,0.04,0.65,567,0.434,-31.84,36.92,0.71,12.7,-3.52,6816.26
all,xgb_std,xgb,12,0.02,0.04,0.7,431,0.436,-26.47,31.87,0.71,9.7,-3.15,7353.41
all,xgb_deep,xgb,6,0.01,0.02,0.55,974,0.348,-56.62,56.86,0.53,21.8,-9.01,4337.69
all,xgb_deep,xgb,6,0.01,0.02,0.6,766,0.363,-47.14,47.39,0.55,17.2,-7.78,5286.17
all,xgb_deep,xgb,6,0.01,0.02,0.65,615,0.363,-41.03,41.21,0.56,13.8,-6.92,5897.14
all,xgb_deep,xgb,6,0.01,0.02,0.7,461,0.351,-35.2,36.09,0.53,10.3,-6.56,6479.8
all,xgb_deep,xgb,6,0.015,0.03,0.55,831,0.385,-43.81,44.18,0.62,18.6,-5.95,5619.3
all,xgb_deep,xgb,6,0.015,0.03,0.6,649,0.402,-34.25,34.97,0.65,14.5,-4.71,6574.64
all,xgb_deep,xgb,6,0.015,0.03,0.65,514,0.407,-28.02,29.13,0.68,11.5,-3.91,7198.16
all,xgb_deep,xgb,6,0.015,0.03,0.7,382,0.401,-26.33,27.78,0.62,8.6,-4.23,7366.77
all,xgb_deep,xgb,6,0.02,0.04,0.55,777,0.391,-43.33,43.61,0.6,17.4,-5.67,5667.01
all,xgb_deep,xgb,6,0.02,0.04,0.6,605,0.413,-33.21,34.35,0.65,13.6,-4.33,6679.26
all,xgb_deep,xgb,6,0.02,0.04,0.65,477,0.417,-27.12,28.45,0.67,10.7,-3.61,7288.22
all,xgb_deep,xgb,6,0.02,0.04,0.7,352,0.412,-23.78,25.25,0.64,7.9,-3.5,7621.65
all,xgb_deep,xgb,8,0.01,0.02,0.55,968,0.351,-54.88,54.88,0.57,21.7,-8.12,4512.39
all,xgb_deep,xgb,8,0.01,0.02,0.6,783,0.347,-48.84,49.18,0.57,17.5,-7.6,5115.92
all,xgb_deep,xgb,8,0.01,0.02,0.65,622,0.328,-44.06,45.17,0.56,13.9,-7.06,5593.8
all,xgb_deep,xgb,8,0.01,0.02,0.7,490,0.345,-35.95,36.01,0.56,11.0,-6.25,6405.01
all,xgb_deep,xgb,8,0.015,0.03,0.55,785,0.394,-44.07,44.82,0.61,17.6,-6.03,5593.21
all,xgb_deep,xgb,8,0.015,0.03,0.6,627,0.399,-35.7,38.25,0.64,14.0,-4.87,6430.22
all,xgb_deep,xgb,8,0.015,0.03,0.65,499,0.379,-33.42,35.79,0.63,11.2,-4.71,6657.99
all,xgb_deep,xgb,8,0.015,0.03,0.7,392,0.395,-29.68,30.39,0.6,8.8,-4.58,7031.76
all,xgb_deep,xgb,8,0.02,0.04,0.55,731,0.406,-41.49,42.48,0.62,16.4,-5.3,5850.89
all,xgb_deep,xgb,8,0.02,0.04,0.6,588,0.41,-34.77,37.81,0.65,13.2,-4.44,6522.53
all,xgb_deep,xgb,8,0.02,0.04,0.65,450,0.391,-31.97,34.21,0.62,10.1,-4.24,6802.68
all,xgb_deep,xgb,8,0.02,0.04,0.7,348,0.402,-27.46,27.74,0.61,7.8,-3.92,7253.62
all,xgb_deep,xgb,12,0.01,0.02,0.55,1154,0.363,-60.14,60.89,0.6,25.8,-8.09,3986.22
all,xgb_deep,xgb,12,0.01,0.02,0.6,965,0.344,-55.44,56.77,0.59,21.6,-7.85,4456.36
all,xgb_deep,xgb,12,0.01,0.02,0.65,785,0.349,-48.01,49.9,0.6,17.6,-7.14,5199.21
all,xgb_deep,xgb,12,0.01,0.02,0.7,585,0.335,-43.41,44.03,0.56,13.1,-7.01,5659.04
all,xgb_deep,xgb,12,0.015,0.03,0.55,898,0.404,-49.67,51.77,0.65,20.1,-5.82,5032.57
all,xgb_deep,xgb,12,0.015,0.03,0.6,736,0.393,-46.06,48.65,0.63,16.5,-5.76,5394.19
all,xgb_deep,xgb,12,0.015,0.03,0.65,601,0.399,-38.7,40.86,0.64,13.5,-4.94,6129.82
all,xgb_deep,xgb,12,0.015,0.03,0.7,456,0.41,-31.57,32.5,0.65,10.2,-4.33,6842.55
all,xgb_deep,xgb,12,0.02,0.04,0.55,807,0.418,-44.99,48.29,0.67,18.1,-4.9,5500.67
all,xgb_deep,xgb,12,0.02,0.04,0.6,657,0.402,-41.0,44.25,0.65,14.7,-4.7,5900.47
all,xgb_deep,xgb,12,0.02,0.04,0.65,541,0.416,-34.61,37.73,0.67,12.1,-4.13,6538.77
all,xgb_deep,xgb,12,0.02,0.04,0.7,404,0.423,-29.44,29.46,0.65,9.0,-3.77,7055.69
all,xgb_ens_std,xgb_ensemble,6,0.01,0.02,0.55,1324,0.338,-68.28,68.32,0.51,29.7,-10.77,3171.54
