sym,tf,thresh,tp,sl,horizon,rr,fires,fire_pct,trades_mo,wr,ev_trade,monthly_ev,wins,losses,timeouts
BTC/USDT,30m,0.5,0.04,0.025,12,1.6,9313,62.14,894.8,16.8,-0.025,-22.129,126,624,8563
BTC/USDT,30m,0.5,0.04,0.025,16,1.6,9313,62.14,894.8,18.3,-0.037,-33.098,192,855,8266
BTC/USDT,30m,0.5,0.04,0.025,20,1.6,9313,62.14,894.8,19.5,-0.054,-48.21,271,1119,7923
BTC/USDT,30m,0.5,0.04,0.025,24,1.6,9313,62.14,894.8,19.9,-0.073,-65.663,343,1380,7590
BTC/USDT,30m,0.5,0.04,0.025,36,1.6,9313,62.14,894.8,22.0,-0.105,-94.328,585,2079,6649
BTC/USDT,30m,0.5,0.04,0.025,48,1.6,9313,62.14,894.8,23.7,-0.137,-122.934,840,2699,5774
BTC/USDT,30m,0.5,0.05,0.008,4,6.2,9313,62.14,894.8,0.2,-0.01,-8.646,4,1827,7482
BTC/USDT,30m,0.5,0.05,0.008,6,6.2,9313,62.14,894.8,0.3,-0.013,-11.61,8,2494,6811
BTC/USDT,30m,0.5,0.05,0.008,8,6.2,9313,62.14,894.8,0.6,-0.013,-11.231,18,3016,6279
BTC/USDT,30m,0.5,0.05,0.008,12,6.2,9313,62.14,894.8,1.3,-0.016,-13.884,51,3859,5403
BTC/USDT,30m,0.5,0.05,0.008,16,6.2,9313,62.14,894.8,1.8,-0.022,-20.001,80,4462,4771
BTC/USDT,30m,0.5,0.05,0.008,20,6.2,9313,62.14,894.8,2.1,-0.032,-28.906,106,4974,4233
BTC/USDT,30m,0.5,0.05,0.008,24,6.2,9313,62.14,894.8,2.6,-0.043,-38.055,140,5344,3829
BTC/USDT,30m,0.5,0.05,0.008,36,6.2,9313,62.14,894.8,3.5,-0.045,-40.423,221,6013,3079
BTC/USDT,30m,0.5,0.05,0.008,48,6.2,9313,62.14,894.8,4.6,-0.054,-48.117,309,6437,2567
BTC/USDT,30m,0.5,0.05,0.01,4,5.0,9313,62.14,894.8,0.3,-0.01,-8.876,4,1261,8048
BTC/USDT,30m,0.5,0.05,0.01,6,5.0,9313,62.14,894.8,0.5,-0.013,-12.0,9,1824,7480
BTC/USDT,30m,0.5,0.05,0.01,8,5.0,9313,62.14,894.8,0.8,-0.013,-11.916,19,2284,7010
BTC/USDT,30m,0.5,0.05,0.01,12,5.0,9313,62.14,894.8,1.7,-0.019,-16.741,52,3033,6228
BTC/USDT,30m,0.5,0.05,0.01,16,5.0,9313,62.14,894.8,2.2,-0.032,-28.504,82,3699,5532
BTC/USDT,30m,0.5,0.05,0.01,20,5.0,9313,62.14,894.8,2.6,-0.045,-39.981,111,4207,4995
BTC/USDT,30m,0.5,0.05,0.01,24,5.0,9313,62.14,894.8,3.2,-0.055,-48.859,153,4579,4581
BTC/USDT,30m,0.5,0.05,0.01,36,5.0,9313,62.14,894.8,4.3,-0.058,-52.126,240,5355,3718
BTC/USDT,30m,0.5,0.05,0.01,48,5.0,9313,62.14,894.8,5.5,-0.069,-61.304,341,5850,3122
BTC/USDT,30m,0.5,0.05,0.015,4,3.3,9313,62.14,894.8,0.7,-0.01,-9.381,4,548,8761
BTC/USDT,30m,0.5,0.05,0.015,6,3.3,9313,62.14,894.8,1.1,-0.012,-10.641,10,861,8442
BTC/USDT,30m,0.5,0.05,0.015,8,3.3,9313,62.14,894.8,1.9,-0.01,-8.794,22,1156,8135
BTC/USDT,30m,0.5,0.05,0.015,12,3.3,9313,62.14,894.8,3.2,-0.012,-10.763,57,1724,7532
BTC/USDT,30m,0.5,0.05,0.015,16,3.3,9313,62.14,894.8,3.8,-0.026,-23.562,89,2231,6993
BTC/USDT,30m,0.5,0.05,0.015,20,3.3,9313,62.14,894.8,4.5,-0.04,-36.115,125,2682,6506
BTC/USDT,30m,0.5,0.05,0.015,24,3.3,9313,62.14,894.8,5.4,-0.052,-46.935,175,3057,6081
BTC/USDT,30m,0.5,0.05,0.015,36,3.3,9313,62.14,894.8,6.8,-0.074,-66.441,282,3894,5137
BTC/USDT,30m,0.5,0.05,0.015,48,3.3,9313,62.14,894.8,8.2,-0.095,-85.112,402,4500,4411
BTC/USDT,30m,0.5,0.05,0.02,4,2.5,9313,62.14,894.8,1.5,-0.011,-9.784,4,259,9050
BTC/USDT,30m,0.5,0.05,0.02,6,2.5,9313,62.14,894.8,2.1,-0.013,-11.72,10,460,8843
BTC/USDT,30m,0.5,0.05,0.02,8,2.5,9313,62.14,894.8,3.3,-0.014,-12.522,22,640,8651
BTC/USDT,30m,0.5,0.05,0.02,12,2.5,9313,62.14,894.8,5.5,-0.018,-16.422,60,1030,8223
BTC/USDT,30m,0.5,0.05,0.02,16,2.5,9313,62.14,894.8,6.3,-0.03,-26.992,94,1396,7823
BTC/USDT,30m,0.5,0.05,0.02,20,2.5,9313,62.14,894.8,7.1,-0.044,-39.293,131,1716,7466
BTC/USDT,30m,0.5,0.05,0.02,24,2.5,9313,62.14,894.8,8.3,-0.059,-53.067,182,2014,7117
BTC/USDT,30m,0.5,0.05,0.02,36,2.5,9313,62.14,894.8,9.6,-0.086,-76.767,301,2833,6179
BTC/USDT,30m,0.5,0.05,0.02,48,2.5,9313,62.14,894.8,11.1,-0.12,-107.171,432,3476,5405
BTC/USDT,30m,0.5,0.05,0.025,4,2.0,9313,62.14,894.8,3.2,-0.011,-9.883,4,122,9187
BTC/USDT,30m,0.5,0.05,0.025,6,2.0,9313,62.14,894.8,4.1,-0.014,-12.472,10,232,9071
BTC/USDT,30m,0.5,0.05,0.025,8,2.0,9313,62.14,894.8,5.8,-0.016,-14.712,22,360,8931
BTC/USDT,30m,0.5,0.05,0.025,12,2.0,9313,62.14,894.8,8.8,-0.024,-21.124,60,624,8629
BTC/USDT,30m,0.5,0.05,0.025,16,2.0,9313,62.14,894.8,9.9,-0.035,-31.308,94,855,8364
BTC/USDT,30m,0.5,0.05,0.025,20,2.0,9313,62.14,894.8,10.6,-0.051,-45.419,132,1119,8062
BTC/USDT,30m,0.5,0.05,0.025,24,2.0,9313,62.14,894.8,11.8,-0.068,-60.516,185,1380,7748
BTC/USDT,30m,0.5,0.05,0.025,36,2.0,9313,62.14,894.8,12.8,-0.103,-91.752,306,2079,6928
BTC/USDT,30m,0.5,0.05,0.025,48,2.0,9313,62.14,894.8,14.0,-0.143,-128.229,441,2707,6165
BTC/USDT,30m,0.5,0.075,0.008,4,9.4,9313,62.14,894.8,0.1,-0.009,-8.276,1,1827,7485
BTC/USDT,30m,0.5,0.075,0.008,6,9.4,9313,62.14,894.8,0.0,-0.013,-11.594,1,2494,6818
BTC/USDT,30m,0.5,0.075,0.008,8,9.4,9313,62.14,894.8,0.0,-0.013,-11.721,1,3016,6296
BTC/USDT,30m,0.5,0.075,0.008,12,9.4,9313,62.14,894.8,0.1,-0.017,-14.832,2,3859,5452
BTC/USDT,30m,0.5,0.075,0.008,16,9.4,9313,62.14,894.8,0.2,-0.022,-20.039,9,4462,4842
BTC/USDT,30m,0.5,0.075,0.008,20,9.4,9313,62.14,894.8,0.3,-0.032,-28.96,16,4974,4323
BTC/USDT,30m,0.5,0.075,0.008,24,9.4,9313,62.14,894.8,0.4,-0.043,-38.077,24,5344,3945
BTC/USDT,30m,0.5,0.075,0.008,36,9.4,9313,62.14,894.8,0.6,-0.049,-44.285,37,6015,3261
BTC/USDT,30m,0.5,0.075,0.008,48,9.4,9313,62.14,894.8,1.1,-0.06,-54.025,69,6443,2801
BTC/USDT,30m,0.5,0.075,0.01,4,7.5,9313,62.14,894.8,0.1,-0.01,-8.506,1,1261,8051
BTC/USDT,30m,0.5,0.075,0.01,6,7.5,9313,62.14,894.8,0.1,-0.013,-11.943,1,1824,7488
BTC/USDT,30m,0.5,0.075,0.01,8,7.5,9313,62.14,894.8,0.0,-0.014,-12.362,1,2284,7028
BTC/USDT,30m,0.5,0.075,0.01,12,7.5,9313,62.14,894.8,0.1,-0.02,-17.73,2,3033,6278
BTC/USDT,30m,0.5,0.075,0.01,16,7.5,9313,62.14,894.8,0.2,-0.032,-28.688,9,3699,5605
BTC/USDT,30m,0.5,0.075,0.01,20,7.5,9313,62.14,894.8,0.4,-0.045,-40.105,16,4207,5090
BTC/USDT,30m,0.5,0.075,0.01,24,7.5,9313,62.14,894.8,0.5,-0.055,-49.139,24,4579,4710
BTC/USDT,30m,0.5,0.075,0.01,36,7.5,9313,62.14,894.8,0.7,-0.063,-56.312,38,5357,3918
BTC/USDT,30m,0.5,0.075,0.01,48,7.5,9313,62.14,894.8,1.3,-0.075,-67.398,76,5855,3382
BTC/USDT,30m,0.5,0.075,0.015,4,5.0,9313,62.14,894.8,0.2,-0.01,-9.011,1,548,8764
BTC/USDT,30m,0.5,0.075,0.015,6,5.0,9313,62.14,894.8,0.1,-0.012,-10.604,1,861,8451
BTC/USDT,30m,0.5,0.075,0.015,8,5.0,9313,62.14,894.8,0.1,-0.01,-9.214,1,1156,8156
BTC/USDT,30m,0.5,0.075,0.015,12,5.0,9313,62.14,894.8,0.1,-0.013,-11.898,2,1724,7587
BTC/USDT,30m,0.5,0.075,0.015,16,5.0,9313,62.14,894.8,0.4,-0.027,-24.074,9,2231,7073
BTC/USDT,30m,0.5,0.075,0.015,20,5.0,9313,62.14,894.8,0.6,-0.041,-36.497,16,2682,6615
BTC/USDT,30m,0.5,0.075,0.015,24,5.0,9313,62.14,894.8,0.8,-0.054,-48.161,25,3057,6231
BTC/USDT,30m,0.5,0.075,0.015,36,5.0,9313,62.14,894.8,1.2,-0.079,-70.751,48,3894,5371
BTC/USDT,30m,0.5,0.075,0.015,48,5.0,9313,62.14,894.8,2.0,-0.101,-90.719,93,4502,4718
BTC/USDT,30m,0.5,0.075,0.02,4,3.8,9313,62.14,894.8,0.4,-0.011,-9.414,1,259,9053
BTC/USDT,30m,0.5,0.075,0.02,6,3.8,9313,62.14,894.8,0.2,-0.013,-11.682,1,460,8852
BTC/USDT,30m,0.5,0.075,0.02,8,3.8,9313,62.14,894.8,0.2,-0.014,-12.942,1,640,8672
BTC/USDT,30m,0.5,0.075,0.02,12,3.8,9313,62.14,894.8,0.2,-0.02,-17.683,2,1030,8281
BTC/USDT,30m,0.5,0.075,0.02,16,3.8,9313,62.14,894.8,0.6,-0.031,-27.856,9,1396,7908
BTC/USDT,30m,0.5,0.075,0.02,20,3.8,9313,62.14,894.8,0.9,-0.045,-40.143,16,1716,7581
BTC/USDT,30m,0.5,0.075,0.02,24,3.8,9313,62.14,894.8,1.2,-0.061,-54.667,25,2014,7274
BTC/USDT,30m,0.5,0.075,0.02,36,3.8,9313,62.14,894.8,1.7,-0.093,-82.777,50,2833,6430
BTC/USDT,30m,0.5,0.075,0.02,48,3.8,9313,62.14,894.8,2.7,-0.129,-115.045,98,3476,5739
BTC/USDT,30m,0.5,0.075,0.025,4,3.0,9313,62.14,894.8,0.8,-0.011,-9.513,1,122,9190
BTC/USDT,30m,0.5,0.075,0.025,6,3.0,9313,62.14,894.8,0.4,-0.014,-12.435,1,232,9080
BTC/USDT,30m,0.5,0.075,0.025,8,3.0,9313,62.14,894.8,0.3,-0.017,-15.132,1,360,8952
BTC/USDT,30m,0.5,0.075,0.025,12,3.0,9313,62.14,894.8,0.3,-0.025,-22.385,2,624,8687
BTC/USDT,30m,0.5,0.075,0.025,16,3.0,9313,62.14,894.8,1.0,-0.036,-32.172,9,855,8449
BTC/USDT,30m,0.5,0.075,0.025,20,3.0,9313,62.14,894.8,1.4,-0.052,-46.213,16,1119,8178
BTC/USDT,30m,0.5,0.075,0.025,24,3.0,9313,62.14,894.8,1.8,-0.069,-62.088,26,1380,7907
BTC/USDT,30m,0.5,0.075,0.025,36,3.0,9313,62.14,894.8,2.4,-0.11,-98.118,51,2079,7183
BTC/USDT,30m,0.5,0.075,0.025,48,3.0,9313,62.14,894.8,3.5,-0.153,-136.9,99,2707,6507
BTC/USDT,30m,0.5,0.1,0.008,4,12.5,9313,62.14,894.8,0.0,-0.009,-8.489,0,1827,7486
BTC/USDT,30m,0.5,0.1,0.008,6,12.5,9313,62.14,894.8,0.0,-0.013,-11.794,0,2494,6819
BTC/USDT,30m,0.5,0.1,0.008,8,12.5,9313,62.14,894.8,0.0,-0.013,-11.887,0,3016,6297
BTC/USDT,30m,0.5,0.1,0.008,12,12.5,9313,62.14,894.8,0.0,-0.017,-15.116,0,3859,5454
BTC/USDT,30m,0.5,0.1,0.008,16,12.5,9313,62.14,894.8,0.0,-0.023,-20.755,0,4462,4851
BTC/USDT,30m,0.5,0.1,0.008,20,12.5,9313,62.14,894.8,0.1,-0.032,-28.517,3,4974,4336
BTC/USDT,30m,0.5,0.1,0.008,24,12.5,9313,62.14,894.8,0.1,-0.042,-37.455,5,5344,3964
BTC/USDT,30m,0.5,0.1,0.008,36,12.5,9313,62.14,894.8,0.2,-0.049,-43.881,11,6015,3287
BTC/USDT,30m,0.5,0.1,0.008,48,12.5,9313,62.14,894.8,0.2,-0.064,-57.078,11,6443,2859
BTC/USDT,30m,0.5,0.1,0.01,4,10.0,9313,62.14,894.8,0.0,-0.01,-8.72,0,1261,8052
BTC/USDT,30m,0.5,0.1,0.01,6,10.0,9313,62.14,894.8,0.0,-0.014,-12.143,0,1824,7489
BTC/USDT,30m,0.5,0.1,0.01,8,10.0,9313,62.14,894.8,0.0,-0.014,-12.529,0,2284,7029
BTC/USDT,30m,0.5,0.1,0.01,12,10.0,9313,62.14,894.8,0.0,-0.02,-18.014,0,3033,6280
BTC/USDT,30m,0.5,0.1,0.01,16,10.0,9313,62.14,894.8,0.0,-0.033,-29.404,0,3699,5614
BTC/USDT,30m,0.5,0.1,0.01,20,10.0,9313,62.14,894.8,0.1,-0.044,-39.662,3,4207,5103
BTC/USDT,30m,0.5,0.1,0.01,24,10.0,9313,62.14,894.8,0.1,-0.054,-48.517,5,4579,4729
BTC/USDT,30m,0.5,0.1,0.01,36,10.0,9313,62.14,894.8,0.2,-0.062,-55.87,11,5357,3945
BTC/USDT,30m,0.5,0.1,0.01,48,10.0,9313,62.14,894.8,0.2,-0.079,-70.495,11,5855,3447
BTC/USDT,30m,0.5,0.1,0.015,4,6.7,9313,62.14,894.8,0.0,-0.01,-9.224,0,548,8765
BTC/USDT,30m,0.5,0.1,0.015,6,6.7,9313,62.14,894.8,0.0,-0.012,-10.804,0,861,8452
BTC/USDT,30m,0.5,0.1,0.015,8,6.7,9313,62.14,894.8,0.0,-0.01,-9.38,0,1156,8157
BTC/USDT,30m,0.5,0.1,0.015,12,6.7,9313,62.14,894.8,0.0,-0.014,-12.181,0,1724,7589
BTC/USDT,30m,0.5,0.1,0.015,16,6.7,9313,62.14,894.8,0.0,-0.028,-24.791,0,2231,7082
BTC/USDT,30m,0.5,0.1,0.015,20,6.7,9313,62.14,894.8,0.1,-0.04,-36.055,3,2682,6628
BTC/USDT,30m,0.5,0.1,0.015,24,6.7,9313,62.14,894.8,0.2,-0.053,-47.458,5,3057,6251
BTC/USDT,30m,0.5,0.1,0.015,36,6.7,9313,62.14,894.8,0.3,-0.078,-69.809,13,3894,5406
BTC/USDT,30m,0.5,0.1,0.015,48,6.7,9313,62.14,894.8,0.3,-0.105,-94.16,13,4502,4798
BTC/USDT,30m,0.5,0.1,0.02,4,5.0,9313,62.14,894.8,0.0,-0.011,-9.628,0,259,9054
BTC/USDT,30m,0.5,0.1,0.02,6,5.0,9313,62.14,894.8,0.0,-0.013,-11.882,0,460,8853
BTC/USDT,30m,0.5,0.1,0.02,8,5.0,9313,62.14,894.8,0.0,-0.015,-13.109,0,640,8673
BTC/USDT,30m,0.5,0.1,0.02,12,5.0,9313,62.14,894.8,0.0,-0.02,-17.967,0,1030,8283
BTC/USDT,30m,0.5,0.1,0.02,16,5.0,9313,62.14,894.8,0.0,-0.032,-28.572,0,1396,7917
BTC/USDT,30m,0.5,0.1,0.02,20,5.0,9313,62.14,894.8,0.2,-0.044,-39.7,3,1716,7594
BTC/USDT,30m,0.5,0.1,0.02,24,5.0,9313,62.14,894.8,0.2,-0.06,-53.964,5,2014,7294
BTC/USDT,30m,0.5,0.1,0.02,36,5.0,9313,62.14,894.8,0.5,-0.091,-81.675,14,2833,6466
BTC/USDT,30m,0.5,0.1,0.02,48,5.0,9313,62.14,894.8,0.4,-0.132,-118.454,14,3476,5823
BTC/USDT,30m,0.5,0.1,0.025,4,4.0,9313,62.14,894.8,0.0,-0.011,-9.726,0,122,9191
BTC/USDT,30m,0.5,0.1,0.025,6,4.0,9313,62.14,894.8,0.0,-0.014,-12.635,0,232,9081
BTC/USDT,30m,0.5,0.1,0.025,8,4.0,9313,62.14,894.8,0.0,-0.017,-15.299,0,360,8953
BTC/USDT,30m,0.5,0.1,0.025,12,4.0,9313,62.14,894.8,0.0,-0.025,-22.668,0,624,8689
BTC/USDT,30m,0.5,0.1,0.025,16,4.0,9313,62.14,894.8,0.0,-0.037,-32.888,0,855,8458
BTC/USDT,30m,0.5,0.1,0.025,20,4.0,9313,62.14,894.8,0.3,-0.051,-45.77,3,1119,8191
BTC/USDT,30m,0.5,0.1,0.025,24,4.0,9313,62.14,894.8,0.4,-0.069,-61.563,5,1380,7928
BTC/USDT,30m,0.5,0.1,0.025,36,4.0,9313,62.14,894.8,0.7,-0.109,-97.114,14,2079,7220
BTC/USDT,30m,0.5,0.1,0.025,48,4.0,9313,62.14,894.8,0.5,-0.157,-140.392,14,2707,6592
BTC/USDT,30m,0.55,0.01,0.008,4,1.2,3476,23.19,334.0,37.7,-0.028,-9.455,557,919,2000
BTC/USDT,30m,0.55,0.01,0.008,6,1.2,3476,23.19,334.0,38.9,-0.032,-10.76,738,1160,1578
BTC/USDT,30m,0.55,0.01,0.008,8,1.2,3476,23.19,334.0,39.0,-0.045,-14.88,862,1348,1266
BTC/USDT,30m,0.55,0.01,0.008,12,1.2,3476,23.19,334.0,39.2,-0.058,-19.222,1033,1602,841
BTC/USDT,30m,0.55,0.01,0.008,16,1.2,3476,23.19,334.0,39.8,-0.065,-21.548,1141,1725,610
BTC/USDT,30m,0.55,0.01,0.008,20,1.2,3476,23.19,334.0,39.7,-0.068,-22.876,1202,1826,448
BTC/USDT,30m,0.55,0.01,0.008,24,1.2,3476,23.19,334.0,39.9,-0.07,-23.344,1252,1887,337
BTC/USDT,30m,0.55,0.01,0.008,36,1.2,3476,23.19,334.0,40.3,-0.067,-22.304,1327,1968,181
BTC/USDT,30m,0.55,0.01,0.008,48,1.2,3476,23.19,334.0,40.8,-0.058,-19.236,1374,1992,110
BTC/USDT,30m,0.55,0.015,0.008,4,1.9,3476,23.19,334.0,21.5,-0.025,-8.423,257,940,2279
BTC/USDT,30m,0.55,0.015,0.008,6,1.9,3476,23.19,334.0,24.1,-0.03,-10.058,381,1203,1892
BTC/USDT,30m,0.55,0.015,0.008,8,1.9,3476,23.19,334.0,25.2,-0.036,-12.057,473,1406,1597
BTC/USDT,30m,0.55,0.015,0.008,12,1.9,3476,23.19,334.0,27.4,-0.046,-15.487,639,1695,1142
BTC/USDT,30m,0.55,0.015,0.008,16,1.9,3476,23.19,334.0,28.6,-0.059,-19.603,746,1859,871
BTC/USDT,30m,0.55,0.015,0.008,20,1.9,3476,23.19,334.0,29.3,-0.062,-20.775,826,1989,661
BTC/USDT,30m,0.55,0.015,0.008,24,1.9,3476,23.19,334.0,29.8,-0.066,-22.188,886,2084,506
BTC/USDT,30m,0.55,0.015,0.008,36,1.9,3476,23.19,334.0,30.8,-0.067,-22.249,987,2215,274
BTC/USDT,30m,0.55,0.015,0.008,48,1.9,3476,23.19,334.0,31.4,-0.058,-19.508,1038,2265,173
BTC/USDT,30m,0.55,0.015,0.01,4,1.5,3476,23.19,334.0,28.3,-0.025,-8.311,265,673,2538
BTC/USDT,30m,0.55,0.015,0.01,6,1.5,3476,23.19,334.0,30.6,-0.027,-8.88,397,901,2178
BTC/USDT,30m,0.55,0.015,0.01,8,1.5,3476,23.19,334.0,31.6,-0.031,-10.35,500,1083,1893
BTC/USDT,30m,0.55,0.015,0.01,12,1.5,3476,23.19,334.0,33.8,-0.043,-14.428,685,1344,1447
BTC/USDT,30m,0.55,0.015,0.01,16,1.5,3476,23.19,334.0,33.9,-0.066,-21.877,804,1566,1106
BTC/USDT,30m,0.55,0.015,0.01,20,1.5,3476,23.19,334.0,34.4,-0.072,-23.963,896,1705,875
BTC/USDT,30m,0.55,0.015,0.01,24,1.5,3476,23.19,334.0,34.9,-0.079,-26.269,965,1804,707
BTC/USDT,30m,0.55,0.015,0.01,36,1.5,3476,23.19,334.0,35.7,-0.081,-27.025,1100,1983,393
BTC/USDT,30m,0.55,0.015,0.01,48,1.5,3476,23.19,334.0,36.3,-0.07,-23.219,1178,2066,232
BTC/USDT,30m,0.55,0.02,0.008,4,2.5,3476,23.19,334.0,11.2,-0.025,-8.25,120,947,2409
BTC/USDT,30m,0.55,0.02,0.008,6,2.5,3476,23.19,334.0,14.4,-0.027,-8.935,205,1216,2055
BTC/USDT,30m,0.55,0.02,0.008,8,2.5,3476,23.19,334.0,16.0,-0.033,-10.863,273,1428,1775
BTC/USDT,30m,0.55,0.02,0.008,12,2.5,3476,23.19,334.0,19.1,-0.035,-11.743,407,1726,1343
BTC/USDT,30m,0.55,0.02,0.008,16,2.5,3476,23.19,334.0,20.6,-0.047,-15.846,496,1907,1073
BTC/USDT,30m,0.55,0.02,0.008,20,2.5,3476,23.19,334.0,21.5,-0.051,-17.143,562,2058,856
BTC/USDT,30m,0.55,0.02,0.008,24,2.5,3476,23.19,334.0,22.4,-0.056,-18.827,625,2165,686
BTC/USDT,30m,0.55,0.02,0.008,36,2.5,3476,23.19,334.0,24.2,-0.058,-19.387,742,2323,411
BTC/USDT,30m,0.55,0.02,0.008,48,2.5,3476,23.19,334.0,25.1,-0.055,-18.376,805,2406,265
BTC/USDT,30m,0.55,0.02,0.01,4,2.0,3476,23.19,334.0,15.4,-0.025,-8.335,124,680,2672
BTC/USDT,30m,0.55,0.02,0.01,6,2.0,3476,23.19,334.0,18.9,-0.025,-8.26,213,914,2349
BTC/USDT,30m,0.55,0.02,0.01,8,2.0,3476,23.19,334.0,20.6,-0.029,-9.768,287,1104,2085
BTC/USDT,30m,0.55,0.02,0.01,12,2.0,3476,23.19,334.0,24.0,-0.032,-10.818,435,1375,1666
BTC/USDT,30m,0.55,0.02,0.01,16,2.0,3476,23.19,334.0,24.9,-0.055,-18.287,534,1613,1329
BTC/USDT,30m,0.55,0.02,0.01,20,2.0,3476,23.19,334.0,25.6,-0.062,-20.867,611,1773,1092
BTC/USDT,30m,0.55,0.02,0.01,24,2.0,3476,23.19,334.0,26.6,-0.07,-23.312,683,1882,911
BTC/USDT,30m,0.55,0.02,0.01,36,2.0,3476,23.19,334.0,28.4,-0.072,-24.124,830,2090,556
BTC/USDT,30m,0.55,0.02,0.01,48,2.0,3476,23.19,334.0,29.4,-0.065,-21.614,919,2205,352
BTC/USDT,30m,0.55,0.02,0.015,4,1.3,3476,23.19,334.0,28.1,-0.027,-9.02,126,322,3028
BTC/USDT,30m,0.55,0.02,0.015,6,1.3,3476,23.19,334.0,32.2,-0.021,-7.05,219,462,2795
BTC/USDT,30m,0.55,0.02,0.015,8,1.3,3476,23.19,334.0,33.4,-0.021,-6.905,298,593,2585
BTC/USDT,30m,0.55,0.02,0.015,12,1.3,3476,23.19,334.0,36.8,-0.013,-4.229,473,813,2190
BTC/USDT,30m,0.55,0.02,0.015,16,1.3,3476,23.19,334.0,36.6,-0.044,-14.667,595,1030,1851
BTC/USDT,30m,0.55,0.02,0.015,20,1.3,3476,23.19,334.0,36.5,-0.063,-20.998,686,1196,1594
BTC/USDT,30m,0.55,0.02,0.015,24,1.3,3476,23.19,334.0,37.0,-0.074,-24.647,782,1330,1364
BTC/USDT,30m,0.55,0.02,0.015,36,1.3,3476,23.19,334.0,38.1,-0.087,-29.106,978,1589,909
BTC/USDT,30m,0.55,0.02,0.015,48,1.3,3476,23.19,334.0,38.7,-0.083,-27.804,1106,1753,617
BTC/USDT,30m,0.55,0.025,0.008,4,3.1,3476,23.19,334.0,4.9,-0.032,-10.553,49,954,2473
BTC/USDT,30m,0.55,0.025,0.008,6,3.1,3476,23.19,334.0,6.8,-0.035,-11.551,89,1228,2159
BTC/USDT,30m,0.55,0.025,0.008,8,3.1,3476,23.19,334.0,9.1,-0.039,-13.192,144,1441,1891
BTC/USDT,30m,0.55,0.025,0.008,12,3.1,3476,23.19,334.0,11.4,-0.045,-14.931,225,1749,1502
BTC/USDT,30m,0.55,0.025,0.008,16,3.1,3476,23.19,334.0,14.3,-0.055,-18.246,325,1942,1209
BTC/USDT,30m,0.55,0.025,0.008,20,3.1,3476,23.19,334.0,15.2,-0.06,-20.016,376,2096,1004
BTC/USDT,30m,0.55,0.025,0.008,24,3.1,3476,23.19,334.0,16.0,-0.063,-21.045,421,2211,844
BTC/USDT,30m,0.55,0.025,0.008,36,3.1,3476,23.19,334.0,18.7,-0.066,-22.178,549,2390,537
BTC/USDT,30m,0.55,0.025,0.008,48,3.1,3476,23.19,334.0,19.5,-0.069,-22.881,606,2494,376
BTC/USDT,30m,0.55,0.025,0.01,4,2.5,3476,23.19,334.0,6.9,-0.032,-10.706,51,686,2739
BTC/USDT,30m,0.55,0.025,0.01,6,2.5,3476,23.19,334.0,9.1,-0.033,-10.997,92,924,2460
BTC/USDT,30m,0.55,0.025,0.01,8,2.5,3476,23.19,334.0,11.7,-0.037,-12.297,148,1116,2212
BTC/USDT,30m,0.55,0.025,0.01,12,2.5,3476,23.19,334.0,14.8,-0.04,-13.43,242,1393,1841
BTC/USDT,30m,0.55,0.025,0.01,16,2.5,3476,23.19,334.0,17.7,-0.06,-20.136,352,1642,1482
BTC/USDT,30m,0.55,0.025,0.01,20,2.5,3476,23.19,334.0,18.5,-0.069,-23.14,410,1807,1259
BTC/USDT,30m,0.55,0.025,0.01,24,2.5,3476,23.19,334.0,19.2,-0.076,-25.369,457,1925,1094
BTC/USDT,30m,0.55,0.025,0.01,36,2.5,3476,23.19,334.0,22.2,-0.077,-25.73,613,2148,715
BTC/USDT,30m,0.55,0.025,0.01,48,2.5,3476,23.19,334.0,23.3,-0.076,-25.225,695,2290,491
BTC/USDT,30m,0.55,0.025,0.015,4,1.7,3476,23.19,334.0,13.8,-0.034,-11.428,52,325,3099
BTC/USDT,30m,0.55,0.025,0.015,6,1.7,3476,23.19,334.0,16.9,-0.029,-9.814,95,466,2915
BTC/USDT,30m,0.55,0.025,0.015,8,1.7,3476,23.19,334.0,20.5,-0.028,-9.278,154,599,2723
BTC/USDT,30m,0.55,0.025,0.015,12,1.7,3476,23.19,334.0,24.1,-0.021,-6.85,262,825,2389
BTC/USDT,30m,0.55,0.025,0.015,16,1.7,3476,23.19,334.0,26.8,-0.049,-16.377,383,1045,2048
BTC/USDT,30m,0.55,0.025,0.015,20,1.7,3476,23.19,334.0,27.1,-0.07,-23.432,453,1219,1804
BTC/USDT,30m,0.55,0.025,0.015,24,1.7,3476,23.19,334.0,27.1,-0.083,-27.595,508,1364,1604
BTC/USDT,30m,0.55,0.025,0.015,36,1.7,3476,23.19,334.0,30.2,-0.094,-31.395,708,1634,1134
BTC/USDT,30m,0.55,0.025,0.015,48,1.7,3476,23.19,334.0,31.3,-0.099,-32.943,833,1828,815
BTC/USDT,30m,0.55,0.025,0.02,4,1.2,3476,23.19,334.0,23.7,-0.034,-11.297,52,167,3257
BTC/USDT,30m,0.55,0.025,0.02,6,1.2,3476,23.19,334.0,26.4,-0.032,-10.553,98,273,3105
BTC/USDT,30m,0.55,0.025,0.02,8,1.2,3476,23.19,334.0,29.5,-0.038,-12.801,158,378,2940
